id,caption
14380,A steel truss bridge carries a roadway over a rail yard.
368038,A colorful train sits on the tracks in the sunshine.
477623,An orange train traveling along train tracks near a train yard.
458702,A view of a street with some trees around it.
114907,A lady explains the process of milking a cow.
133778,A young calf drinks from its mother's udders
311392,A black and white cow at market in her stall.
520531,an image of a cat sitting on top of the desk area
78420,A brown and black cat laying on laptop next to a chair.
224093,A field with a bunch of cows grazing.
97230,Two elephants are eating some leaves by the road.
330369,A red and white boat floating along a river.
271116,Two men sitting in chairs at a table with cell phones in their hands. 
440171,A man is sitting on the back of an elephant. 
166768,An elderly woman is holding onto the arm of an elderly man.
514979,A very large elephant standing next to a baby elephant.
413689,Two women holding umbrellas while standing on a city street.
53624,A large gray elephant standing on a pool of water.
313588,The woman holding an umbrella smiles on the narrow street beside the sidewalk.
310980,A person looks at a very big computer monitor. 
200252,Two green shoes lined up on a bed.
235241,Woman and man playing with a disk toy outside on the beach.
9378,Man preforming a trick with a disk toy.
357459,A small white dog catching a green frisbee on a lush green field.
533493,Three men celebrating some kind of personal victory.
227482,A young man running towards a white Frisbee.
214753,Two equestrians riding their horses on the beach together.
226883,An animal grazing on a lush field of green grass.
118209,a couple of horse that are next to a fence
529105,A brown horse laying in a field of lush vegetation.
377486,A person riding a horse in the dirt near a wall.
308545,A little child riding on top of a white horse.
454798,there is a young boy that is riding a horse
6614,A black and white image of a lot of round objects.
290081,A bunch of oranges are sitting in a clear fruit bowl.
496954,A slice of cake sitting top of a white plate.
99053,"A bowl of noodles, meat and broccoli with a fork."
3255,a group of people riding skis on a snowy surface
549167,A modest plate with grains and broccoli and almonds
132116,The two bowls have a salad in them.
335427,A bowl filled with broccoli soup next to a spoon and fork.
31093,A skateboarder is on top of a cement bowl.
30785,A plate filled with a bowl of vegetables and two slices of bread with a spread on them.
74860,A person sitting on the side of a mountain with a snow board.
527695,A bowl of some broccoli that is chopped. 
361506,This skateboarder is riding the cityscape at night when traffic is minimal.
365521,A skateboarder performing a trick on a skateboard.
288862,A man performing a trick on a ledge on a skateboard.
18519,A young man riding a skateboard down the side of a ramp.
560178,A person holding a bit vegetable in their left hand.
119911,A boy doing a skateboard trick on a street.
350405,A snowboarder sailing down a snowy hillside on a mountain.
425906,A man flying through the air while riding a snowboard.
157601,Woman sitting at table with beverages consuming sandwich. 
138241,A burrito sitting on top of a white plate.
383337,A hand reaching into a box of donuts on a counter.
449603,a person parachute surfing on a large body of water
275058,a kite surfer is flying in the air over some water
359677,A man riding a kiteboard over the ocean under a gray sky.
512985,A person standing on a beach with surfboard.
170613,Surfers holding boards standing in water at ocean.
239717,a man is holding a plate and smiling happily
326174,A group of people are taking surfing lessons.
432085,A man leaning his mouth down to a plate that has a sandwich on it and a blue water bottle behind it.
48396,A woman standing next to a young boy holding a knife.
82765,A bed and window in a small room.
471756,a small boy is riding a wave on a green yellow and black body board
220584,a surfer that has fallen off of his surf board
79031,A kid on a surboard riding a little wave
513524,a man riding a blue surfboard on top of a wave.
274460,A group of people on a beach with surf boards.
274066,A group of people swimming in the ocean with a surfboard.
278973,A man with long hair wearing a red suit surfing. 
320696,"A man on a surfboard, who is riding a wave."
485071,Guy falling off his surfboard after losing battle with the wave
71451,A clean bed in a hotel room with towels and soap laid out
342186,A closeup of a pizza on a plate. 
202445,"A cat facing away from the camera, among blankets on a bed."
133418,A man holding a tennis racquet on a tennis court.
522156,A cracker is on a plate next to some mint.
274411,A tennis player getting ready to serve the ball 
394559,A woman playing tennis and holding a racquet in her hand.
64523,A black and white photograph of a female tennis club.
62692,A woman standing on top of a tennis court.
359219,Two pizzas sitting in pie pans on top of  a stove.
512657,A couple of people playing a game with remote controllers.
556193,One guy is showing another guy the intricacies of the Wii. 
156924,a man and a woman are holding video game controllers
164883,A man holding his face up to a TV with a video game on display.
470173,A female statue in a sea of green grass next to plant
302107,A man swinging a baseball bat during a baseball game.
133969,some baseballs players watching a batter at home plate 
246308,A wooden desk with shelves that have action figures above it
138856,A large round piece of bread on a metal pan.
207306,A teddy bear in jail clothes posed on top of a trash can.
565877,A woman sitting on the couch with her laptop in the house.
161642,A coo coo clock mounted to the side of a wall.
117197,a lady on her phone sitting on a curb
247806,A clock tower is part of an old building.
245173,A tall red bricked clock tower with three windows.
304396,A very tall pink and white clock tower.
567886,A white teddy bear laying on top of a blue rug.
85089,People are holding wine glasses next to each other.
